Genome Name,Genome ID,ampicillin,cefotaxime,ceftazidime,cefuroxime,ciprofloxacin,gentamicin,meropenem,piperacillin/tazobactam,tigecycline,trimethoprim/sulfamethoxazole
Escherichia coli 61a9a52a-7bb9-11e9-a8d3-68b59976a384,562.99939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 61c492d6-7bb9-11e9-a8d3-68b59976a384,562.100273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 61dfa724-7bb9-11e9-a8d3-68b59976a384,562.100592,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 61fb23fa-7bb9-11e9-a8d3-68b59976a384,562.10095,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 623003fe-7bb9-11e9-a8d3-68b59976a384,562.99942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 624b13c4-7bb9-11e9-a8d3-68b59976a384,562.99943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6265c566-7bb9-11e9-a8d3-68b59976a384,562.99946,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 629bc2d8-7bb9-11e9-a8d3-68b59976a384,562.98613,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 62b642fc-7bb9-11e9-a8d3-68b59976a384,562.97821,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 62d02aa0-7bb9-11e9-a8d3-68b59976a384,562.98212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
Escherichia coli 62eaabfa-7bb9-11e9-a8d3-68b59976a384,562.98458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 630641da-7bb9-11e9-a8d3-68b59976a384,562.99948,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Escherichia coli 6321cd10-7bb9-11e9-a8d3-68b59976a384,562.99945,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 633ec82a-7bb9-11e9-a8d3-68b59976a384,562.99951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6358f48e-7bb9-11e9-a8d3-68b59976a384,562.98459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 6373052c-7bb9-11e9-a8d3-68b59976a384,562.98623,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 638e80cc-7bb9-11e9-a8d3-68b59976a384,562.97964,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 63a89700-7bb9-11e9-a8d3-68b59976a384,562.98217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 63c20758-7bb9-11e9-a8d3-68b59976a384,562.98461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 63dea458-7bb9-11e9-a8d3-68b59976a384,562.99953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 63fa8998-7bb9-11e9-a8d3-68b59976a384,562.99954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 641511d2-7bb9-11e9-a8d3-68b59976a384,562.99958,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 64300690-7bb9-11e9-a8d3-68b59976a384,562.98467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 644b3f3c-7bb9-11e9-a8d3-68b59976a384,562.98624,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 6466b96a-7bb9-11e9-a8d3-68b59976a384,562.97962,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 64819f8c-7bb9-11e9-a8d3-68b59976a384,562.98218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 649cd9dc-7bb9-11e9-a8d3-68b59976a384,562.98473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 64b83a4c-7bb9-11e9-a8d3-68b59976a384,562.99959,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 64d25f12-7bb9-11e9-a8d3-68b59976a384,562.9996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 64edea0c-7bb9-11e9-a8d3-68b59976a384,562.99961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 65090a1c-7bb9-11e9-a8d3-68b59976a384,562.98474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 652524a4-7bb9-11e9-a8d3-68b59976a384,562.98622,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 65445810-7bb9-11e9-a8d3-68b59976a384,562.97967,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 656054ca-7bb9-11e9-a8d3-68b59976a384,562.98202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 657b0a0e-7bb9-11e9-a8d3-68b59976a384,562.98637,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 6595c8b2-7bb9-11e9-a8d3-68b59976a384,562.99963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 65b0bffa-7bb9-11e9-a8d3-68b59976a384,562.99965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 65cb97da-7bb9-11e9-a8d3-68b59976a384,562.98455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 65e67708-7bb9-11e9-a8d3-68b59976a384,562.98479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 660181d8-7bb9-11e9-a8d3-68b59976a384,562.98596,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 661d2c3a-7bb9-11e9-a8d3-68b59976a384,562.97965,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 6639c61a-7bb9-11e9-a8d3-68b59976a384,562.98187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6655066e-7bb9-11e9-a8d3-68b59976a384,562.9861,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 66716a48-7bb9-11e9-a8d3-68b59976a384,562.99947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 668ccacc-7bb9-11e9-a8d3-68b59976a384,562.99955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 66a95ec6-7bb9-11e9-a8d3-68b59976a384,562.9847,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 66c41374-7bb9-11e9-a8d3-68b59976a384,562.98638,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
Escherichia coli 66dfdabe-7bb9-11e9-a8d3-68b59976a384,562.98636,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 66ffa33a-7bb9-11e9-a8d3-68b59976a384,562.97968,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 671c06ba-7bb9-11e9-a8d3-68b59976a384,562.98331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6737e9ca-7bb9-11e9-a8d3-68b59976a384,562.98618,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0
Escherichia coli 675293d8-7bb9-11e9-a8d3-68b59976a384,562.99967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 676d5f2e-7bb9-11e9-a8d3-68b59976a384,562.99966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6787fa6e-7bb9-11e9-a8d3-68b59976a384,562.98477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 67a5fc76-7bb9-11e9-a8d3-68b59976a384,562.98632,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 67bffdec-7bb9-11e9-a8d3-68b59976a384,562.9862,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 67db1366-7bb9-11e9-a8d3-68b59976a384,562.98077,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 67f58e94-7bb9-11e9-a8d3-68b59976a384,562.98332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 68105210-7bb9-11e9-a8d3-68b59976a384,562.9863,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 682be9c6-7bb9-11e9-a8d3-68b59976a384,562.99968,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli 6846b8aa-7bb9-11e9-a8d3-68b59976a384,562.99971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6863567c-7bb9-11e9-a8d3-68b59976a384,562.98432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 687ea86e-7bb9-11e9-a8d3-68b59976a384,562.98589,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 689a65ea-7bb9-11e9-a8d3-68b59976a384,562.98592,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 68b67e2e-7bb9-11e9-a8d3-68b59976a384,562.98074,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 68d2082e-7bb9-11e9-a8d3-68b59976a384,562.9832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 68ee67a8-7bb9-11e9-a8d3-68b59976a384,562.98599,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 690b387e-7bb9-11e9-a8d3-68b59976a384,562.99929,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6926d9bc-7bb9-11e9-a8d3-68b59976a384,562.99928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 69428e5a-7bb9-11e9-a8d3-68b59976a384,562.98437,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0
Escherichia coli 695e400a-7bb9-11e9-a8d3-68b59976a384,562.986,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 698b15bc-7bb9-11e9-a8d3-68b59976a384,562.97799,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
Escherichia coli 69a5a2b0-7bb9-11e9-a8d3-68b59976a384,562.98069,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 69c05c9a-7bb9-11e9-a8d3-68b59976a384,562.98321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 69f5c33a-7bb9-11e9-a8d3-68b59976a384,562.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6a107eaa-7bb9-11e9-a8d3-68b59976a384,562.99931,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Escherichia coli 6a2bb2b0-7bb9-11e9-a8d3-68b59976a384,562.98444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6a63ee50-7bb9-11e9-a8d3-68b59976a384,562.97794,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6a7e4a7a-7bb9-11e9-a8d3-68b59976a384,562.98073,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6a98b82e-7bb9-11e9-a8d3-68b59976a384,562.98328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6ace51dc-7bb9-11e9-a8d3-68b59976a384,562.99934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6aeb4a94-7bb9-11e9-a8d3-68b59976a384,562.99935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6b05902a-7bb9-11e9-a8d3-68b59976a384,562.9845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6b201508-7bb9-11e9-a8d3-68b59976a384,562.98611,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0
Escherichia coli 6b399438-7bb9-11e9-a8d3-68b59976a384,562.97805,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6b54f73c-7bb9-11e9-a8d3-68b59976a384,562.98068,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6b6ec144-7bb9-11e9-a8d3-68b59976a384,562.98453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 6b88c18e-7bb9-11e9-a8d3-68b59976a384,562.98812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6ba5570e-7bb9-11e9-a8d3-68b59976a384,562.9994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6bbfa370-7bb9-11e9-a8d3-68b59976a384,562.99938,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 6bd9c3a4-7bb9-11e9-a8d3-68b59976a384,562.98457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6bf3e338-7bb9-11e9-a8d3-68b59976a384,562.98612,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 6c0e64a6-7bb9-11e9-a8d3-68b59976a384,562.97812,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6c290964-7bb9-11e9-a8d3-68b59976a384,562.98076,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6c432c0e-7bb9-11e9-a8d3-68b59976a384,562.98463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 6c5ca058-7bb9-11e9-a8d3-68b59976a384,562.98809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6cd06d76-7bb9-11e9-a8d3-68b59976a384,562.99944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6cea743c-7bb9-11e9-a8d3-68b59976a384,562.100953,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6d04a168-7bb9-11e9-a8d3-68b59976a384,562.98221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6d1f02d8-7bb9-11e9-a8d3-68b59976a384,562.98335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6d39b1d2-7bb9-11e9-a8d3-68b59976a384,562.98462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6d533242-7bb9-11e9-a8d3-68b59976a384,562.98609,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 6d6e0112-7bb9-11e9-a8d3-68b59976a384,562.99004,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli 6d8891ee-7bb9-11e9-a8d3-68b59976a384,562.99469,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6da3c248-7bb9-11e9-a8d3-68b59976a384,562.9995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6dbe1512-7bb9-11e9-a8d3-68b59976a384,562.100954,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6dd8ec0c-7bb9-11e9-a8d3-68b59976a384,562.98216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6e07fe02-7bb9-11e9-a8d3-68b59976a384,562.98334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
Escherichia coli 6e292622-7bb9-11e9-a8d3-68b59976a384,562.98454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6e4b9cfc-7bb9-11e9-a8d3-68b59976a384,562.98824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6e6a0390-7bb9-11e9-a8d3-68b59976a384,562.99014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6e873b22-7bb9-11e9-a8d3-68b59976a384,562.99497,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Escherichia coli 6ed73636-7bb9-11e9-a8d3-68b59976a384,562.99956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6efecb60-7bb9-11e9-a8d3-68b59976a384,562.100957,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6f1d3758-7bb9-11e9-a8d3-68b59976a384,562.9822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6f404e82-7bb9-11e9-a8d3-68b59976a384,562.98337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6f5eae68-7bb9-11e9-a8d3-68b59976a384,562.98466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 6f7ac148-7bb9-11e9-a8d3-68b59976a384,562.98823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6f95798e-7bb9-11e9-a8d3-68b59976a384,562.99003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6fb02ba8-7bb9-11e9-a8d3-68b59976a384,562.99499,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 6fca54a6-7bb9-11e9-a8d3-68b59976a384,562.99962,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6fe47e4e-7bb9-11e9-a8d3-68b59976a384,562.100956,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 6fff693e-7bb9-11e9-a8d3-68b59976a384,562.98214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 701a41a0-7bb9-11e9-a8d3-68b59976a384,562.98333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 7034ddee-7bb9-11e9-a8d3-68b59976a384,562.98471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 704f4774-7bb9-11e9-a8d3-68b59976a384,562.98818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 7069d2a6-7bb9-11e9-a8d3-68b59976a384,562.99251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 7084fb58-7bb9-11e9-a8d3-68b59976a384,562.99479,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 709fabba-7bb9-11e9-a8d3-68b59976a384,562.100269,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 70ba943e-7bb9-11e9-a8d3-68b59976a384,562.100961,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 70d52d30-7bb9-11e9-a8d3-68b59976a384,562.98194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 70f08a3a-7bb9-11e9-a8d3-68b59976a384,562.98326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 710c1f20-7bb9-11e9-a8d3-68b59976a384,562.98447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 7126d7de-7bb9-11e9-a8d3-68b59976a384,562.98808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 7142f4e6-7bb9-11e9-a8d3-68b59976a384,562.99235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 715d8b94-7bb9-11e9-a8d3-68b59976a384,562.99718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 71784c22-7bb9-11e9-a8d3-68b59976a384,562.100275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 71937916-7bb9-11e9-a8d3-68b59976a384,562.10096,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 71ada43a-7bb9-11e9-a8d3-68b59976a384,562.98219,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0
Escherichia coli 71c7c612-7bb9-11e9-a8d3-68b59976a384,562.98329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 71e28e3e-7bb9-11e9-a8d3-68b59976a384,562.98468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 72003088-7bb9-11e9-a8d3-68b59976a384,562.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 721a5d32-7bb9-11e9-a8d3-68b59976a384,562.99237,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 72356da2-7bb9-11e9-a8d3-68b59976a384,562.99724,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 7250d31c-7bb9-11e9-a8d3-68b59976a384,562.100278,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 726bf3ae-7bb9-11e9-a8d3-68b59976a384,562.100963,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 72874906-7bb9-11e9-a8d3-68b59976a384,562.98215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 72a24b84-7bb9-11e9-a8d3-68b59976a384,562.9833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
Escherichia coli 72c04670-7bb9-11e9-a8d3-68b59976a384,562.98628,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 72df6c58-7bb9-11e9-a8d3-68b59976a384,562.9883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 72fb2ae2-7bb9-11e9-a8d3-68b59976a384,562.99242,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 731711e4-7bb9-11e9-a8d3-68b59976a384,562.99727,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 7332592c-7bb9-11e9-a8d3-68b59976a384,562.10028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 734e34f8-7bb9-11e9-a8d3-68b59976a384,562.100939,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 736a0872-7bb9-11e9-a8d3-68b59976a384,562.98186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 73855280-7bb9-11e9-a8d3-68b59976a384,562.98325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
Escherichia coli 73b21658-7bb9-11e9-a8d3-68b59976a384,562.98598,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0
Escherichia coli 73ce23f2-7bb9-11e9-a8d3-68b59976a384,562.98793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 73e789c8-7bb9-11e9-a8d3-68b59976a384,562.9946,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 74051c9a-7bb9-11e9-a8d3-68b59976a384,562.99706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 741eefda-7bb9-11e9-a8d3-68b59976a384,562.100265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 74393066-7bb9-11e9-a8d3-68b59976a384,562.100941,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 74544464-7bb9-11e9-a8d3-68b59976a384,562.98193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 746e19d4-7bb9-11e9-a8d3-68b59976a384,562.98322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 7488385a-7bb9-11e9-a8d3-68b59976a384,562.98605,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 74a26dce-7bb9-11e9-a8d3-68b59976a384,562.98805,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 74d66778-7bb9-11e9-a8d3-68b59976a384,562.99708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 74f1367a-7bb9-11e9-a8d3-68b59976a384,562.100264,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 750d351e-7bb9-11e9-a8d3-68b59976a384,562.100944,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 7527e3aa-7bb9-11e9-a8d3-68b59976a384,562.98195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 754212a2-7bb9-11e9-a8d3-68b59976a384,562.98327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli 755b8caa-7bb9-11e9-a8d3-68b59976a384,562.98617,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Escherichia coli 75753b3c-7bb9-11e9-a8d3-68b59976a384,562.98806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli 758fa7ba-7bb9-11e9-a8d3-68b59976a384,562.99464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli 75aa3968-7bb9-11e9-a8d3-68b59976a384,562.99932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 75c4f06e-7bb9-11e9-a8d3-68b59976a384,562.100268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli 75dffeea-7bb9-11e9-a8d3-68b59976a384,562.100947,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli 75fae886-7bb9-11e9-a8d3-68b59976a384,562.9819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
