Genome Name,Genome ID,ampicillin,cefotaxime,ceftazidime,cefuroxime,ciprofloxacin,gentamicin,meropenem,piperacillin/tazobactam,tigecycline,trimethoprim/sulfamethoxazole
Escherichia coli PT_EC0032,562.144981,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0033,562.144979,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0034,562.144989,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0035,562.145054,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0036,562.145038,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0037,562.145027,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0038,562.144976,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0039,562.14505,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0040,562.145062,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0041,562.144984,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0042,562.14504,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0043,562.145002,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0044,562.145,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0045,562.144997,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0046,562.145004,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0047,562.144946,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0048,562.144975,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0049,562.145034,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0050,562.14507,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0051,562.145079,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0052,562.145075,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0053,562.145019,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0064,562.144953,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0065,562.145025,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0066,562.144995,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0067,562.145053,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0068,562.145066,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0069,562.145064,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0070,562.144971,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0124,562.145076,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0128,562.144994,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0129,562.145024,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0130,562.145039,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0131,562.144988,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0132,562.145021,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0133,562.145077,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0134,562.145032,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0135,562.144992,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0136,562.145042,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0137,562.145067,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0138,562.145049,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0139,562.145015,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0140,562.145028,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0141,562.145059,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0142,562.14496,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0143,562.144966,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0144,562.145058,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0145,562.145005,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0146,562.144963,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0150,562.144998,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0151,562.14506,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0152,562.145008,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0153,562.145022,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0154,562.145074,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0155,562.14495,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0156,562.145055,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0157,562.145046,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0158,562.14502,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0159,562.144944,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0160,562.145044,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0161,562.14498,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0162,562.145081,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0163,562.144996,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0164,562.145031,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0165,562.145013,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0166,562.145014,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0167,562.144972,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0168,562.14501,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0170,562.145018,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0171,562.144952,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0172,562.145045,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0175,562.144973,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0176,562.144985,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0179,562.145006,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0180,562.144965,1.0,0.0,0.0,,0.0,1.0,0.0,,0.0,
Escherichia coli PT_EC0181,562.14497,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0182,562.145037,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0188,562.145007,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0193,562.145023,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,
Escherichia coli PT_EC0194,562.145026,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0197,562.145036,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0200,562.144977,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0201,562.145051,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0202,562.14508,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0203,562.14499,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0205,562.144969,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0206,562.145069,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0207,562.144959,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0208,562.145043,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0209,562.144999,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0210,562.145063,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0211,562.145009,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0212,562.145061,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0213,562.145017,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0214,562.145012,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0215,562.144948,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0216,562.144986,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0217,562.145047,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0218,562.145056,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0220,562.144991,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0221,562.144955,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0224,562.144982,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0234,562.144968,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0239,562.144958,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0241,562.144947,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0244,562.145052,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0246,562.144956,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli PT_EC0248,562.145065,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
Escherichia coli S20323,562.14582,0.0,,,,0.0,0.0,,,,0.0
Escherichia coli SCAID URN1-2021 (19/278) strain SCAID URN1-2021 (19/278),562.90695,1.0,,,,,0.0,0.0,,,
Escherichia coli SCAID WND1-2021 (1/128) strain SCAID WND1-2021 (1/128),562.90694,1.0,,,,,0.0,0.0,,,
Escherichia coli SCAID WND1-2022 (119) strain SCAID WND1-2022 (119),562.108812,1.0,,,,,0.0,0.0,,,
Escherichia coli SCAID WND2-2021 (3/145) strain SCAID WND2-2021 (3/145),562.90696,1.0,,,,,0.0,0.0,,,
Escherichia coli SMG008F2,562.101974,,,1.0,,1.0,1.0,0.0,,1.0,
Escherichia coli SMG008F9,562.101975,,,1.0,,1.0,1.0,0.0,,1.0,
Escherichia coli SMG008U,562.102124,,,1.0,,1.0,0.0,0.0,,1.0,
Escherichia coli SMG010F1,562.102106,,,1.0,,1.0,1.0,0.0,,1.0,
Escherichia coli TR_AVFP-1,562.112424,1.0,,,,0.0,0.0,,,0.0,0.0
Escherichia coli TR_AVFP-2,562.112425,0.0,,,,1.0,0.0,,,0.0,0.0
Escherichia coli TR_AVFP-3,562.112423,0.0,,,,1.0,1.0,,,0.0,0.0
Escherichia coli TR_AVFP-4,562.112426,1.0,,,,0.0,0.0,,,0.0,0.0
Escherichia coli USDA-ARS-USMARC-49610,562.111035,1.0,,,,1.0,0.0,,,,1.0
Escherichia coli USDA-ARS-USMARC-50748,562.111036,1.0,,,,1.0,1.0,,,,1.0
Escherichia coli USDA-ARS-USMARC-51408,562.111033,1.0,,,,0.0,0.0,,,,0.0
Escherichia coli USDA-ARS-USMARC-51688,562.111034,1.0,,,,0.0,0.0,,,,0.0
Escherichia coli UTI PI 141,562.145821,1.0,,,,0.0,0.0,,,,1.0
Escherichia coli UTI PI 500,562.145822,1.0,,,,0.0,0.0,,,,1.0
Escherichia coli VG204,562.129397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Escherichia coli VREC0648,562.96426,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0649,562.9644,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0650,562.96439,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0651,562.96436,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0652,562.96437,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0653,562.96431,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0654,562.9643,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0655,562.96434,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0656,562.96438,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0657,562.96435,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0658,562.96447,,0.0,0.0,,0.0,1.0,0.0,1.0,,
Escherichia coli VREC0659,562.96458,,0.0,0.0,,0.0,1.0,0.0,1.0,,
Escherichia coli VREC0660,562.96456,,0.0,0.0,,0.0,1.0,0.0,1.0,,
Escherichia coli VREC0661,562.96448,,0.0,0.0,,0.0,1.0,0.0,1.0,,
Escherichia coli VREC0662,562.96455,,0.0,0.0,,0.0,1.0,0.0,1.0,,
Escherichia coli VREC0663,562.9645,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0664,562.96451,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0665,562.96452,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0666,562.96449,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0667,562.96471,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0668,562.96472,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0669,562.96478,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0670,562.96475,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0671,562.96474,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0672,562.96476,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0673,562.96481,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0674,562.96461,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0675,562.96463,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0676,562.96482,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0677,562.96486,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0678,562.96473,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0679,562.96477,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0680,562.96465,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0681,562.9647,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0682,562.96469,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0685,562.96468,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0686,562.96467,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0688,562.96501,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0689,562.96502,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0690,562.965,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0691,562.96503,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0692,562.96505,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0693,562.96492,,1.0,1.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0694,562.96493,,1.0,1.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0695,562.96479,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0696,562.96487,,1.0,1.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0697,562.96497,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0699,562.96483,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0701,562.96499,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0702,562.96498,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0704,562.96504,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0707,562.96506,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0708,562.96512,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0709,562.96517,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0710,562.96521,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0711,562.96514,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0712,562.96513,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0713,562.96507,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0714,562.96523,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0715,562.96525,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0716,562.96524,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0717,562.96526,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0718,562.96543,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0719,562.96542,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0720,562.96541,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0721,562.96528,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0722,562.96535,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0723,562.96532,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0724,562.96544,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0725,562.96527,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0726,562.96533,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0727,562.96547,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0728,562.96545,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0729,562.96537,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0730,562.96536,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0731,562.9653,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0732,562.96548,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0733,562.96538,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0734,562.96529,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0735,562.96539,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0736,562.9654,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0737,562.96549,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0738,562.96546,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0739,562.96531,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0740,562.96558,,1.0,1.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0741,562.96559,,1.0,1.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0742,562.96534,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0743,562.9655,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0749,562.96563,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0750,562.96564,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0751,562.96565,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0752,562.96566,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0753,562.96567,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0754,562.96569,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0755,562.96568,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0756,562.9657,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0757,562.96573,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0758,562.96574,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0759,562.96577,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0760,562.96576,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0761,562.96585,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0762,562.96581,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0763,562.96583,,0.0,0.0,,0.0,1.0,0.0,0.0,,
Escherichia coli VREC0764,562.96582,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0765,562.96578,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0766,562.96589,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0767,562.96584,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0768,562.96587,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0769,562.96588,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0770,562.96586,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0771,562.96593,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0772,562.96591,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0773,562.96595,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0774,562.96592,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0775,562.96594,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0776,562.9659,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0777,562.96612,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0778,562.96613,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0779,562.9658,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0780,562.96606,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0781,562.96611,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0782,562.96608,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0784,562.96605,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0786,562.96464,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0787,562.9646,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0788,562.96462,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0790,562.96599,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0791,562.9661,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0792,562.96602,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0793,562.96601,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0794,562.96609,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0795,562.96604,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0796,562.96607,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0797,562.96598,,0.0,0.0,,1.0,0.0,0.0,1.0,,
Escherichia coli VREC0798,562.966,,0.0,0.0,,1.0,0.0,0.0,1.0,,
Escherichia coli VREC0799,562.96596,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0802,562.96603,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0803,562.96597,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0804,562.96624,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0805,562.96617,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0806,562.9662,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0807,562.9663,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0808,562.96615,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0809,562.96631,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0810,562.96629,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0812,562.96623,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0813,562.96627,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0814,562.96626,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0815,562.96622,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0816,562.96625,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0817,562.96637,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0818,562.96635,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0819,562.96636,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Escherichia coli VREC0825,562.96618,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0826,562.96616,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0827,562.96628,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0828,562.96621,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0829,562.96638,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0830,562.96639,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0831,562.96634,,0.0,0.0,,1.0,0.0,0.0,0.0,,
Escherichia coli VREC0832,562.96633,,0.0,0.0,,1.0,0.0,0.0,0.0,,
